xrp_vol_24h,flr_vol_24h,btc_vol_24h,eth_vol_24h,xrp_vol_6h,xrp_vol_1h,xrp_price_change_1h,xrp_price_change_6h,xrp_price_change_24h,flr_price_change_24h,leverage_ratio,xrp_concentration,flare_exposure,cross_chain_exposure,hedge_pnl_pct,hours_since_rebalance,xrp_momentum,xrp_flr_corr,xrp_drawdown,var_95,risk_score,action
0.033077358804700925,0.05502068456244819,0.021280810438059666,0.026594282181799725,0.012117627966339594,0.0,-0.0033915177899745607,-0.0016524396283376897,-0.0072852881943578475,-0.059979380472438296,0.36513441833465765,0.24731585749475535,0.25420308407556624,0.7457969159244338,-0.007639415771528676,126.0,-0.0072852881943578475,-0.15701000563715223,0.01284440534033459,-0.010158882751271407,5.0,0
0.032152939725101734,0.054226539728642525,0.021695900811334018,0.026379858042911344,0.01233340498689615,0.0,-0.0027713112076421537,-0.004112840466118774,-0.0016942423833128596,-0.06473134433345687,0.2803606166160039,0.24589997690386906,0.2527897638221084,0.7472102361778915,0.0036399313193396054,143.0,-0.010036409601176074,-0.12084817513943247,0.015580120703501576,-0.010060351501293236,5.0,0
0.03184865409380697,0.05593760222823945,0.022358623018488146,0.028752795990744442,0.013120992308625425,0.0,0.004456185697351775,0.0017358645930389662,-0.0034707642153596306,-0.046605638707946685,0.4457994588024522,0.24763392240467835,0.25462576495879413,0.7453742350412058,-0.003747650288826741,93.0,-0.005624948008741824,-0.0644550106397135,0.01119336291719176,-0.010060351501293236,5.0,0
0.030996500234816197,0.055222587518837886,0.021456958087443277,0.02774963537617083,0.011607676714667224,0.0,0.0030885982117224513,0.01033096415810501,-0.008139336506158508,-0.03510789562060095,0.5488681082383926,0.24866652811138024,0.2556726213291001,0.7443273786708999,-0.0018457518397728928,36.0,-0.002553723001380205,-0.018375073461255338,0.008139336506158508,-0.010060351501293236,5.0,0
0.026891715878299898,0.05017987098774036,0.022660313871796574,0.027755120660317684,0.007728662188384984,0.0,0.0034759748998270707,0.003672631536147699,0.011189581770567288,-0.011167634281205043,0.6259169679910788,0.24766130735226308,0.2546163937012643,0.7453836062987357,0.006692564333250738,37.0,0.0009133752213929569,-0.2904592830153332,0.0,-0.0075783672457955704,5.0,0
0.024591526291047563,0.05381165131374025,0.022386235509328584,0.027524401126594836,0.00786165919121331,0.0,0.0036241903125767702,0.008481032488860622,0.025599512066826036,-0.047099793583456034,0.22502348517703447,0.24843317506391022,0.25521300927225765,0.7447869907277425,-0.0002195870077414915,101.0,0.004540875779598847,-0.23421041306064508,0.0,-0.006884632134561344,5.0,0
0.029518412421350726,0.05447494031368476,0.022343456027421774,0.0269495511402841,0.015195155061119856,0.0,0.01774203210275021,0.029866345373924415,0.042602507449900205,-0.040792687764981815,0.3178994024062664,0.25204607119183825,0.2588513950040258,0.7411486049959742,-0.0012948582969698845,126.0,0.0223634722462053,-0.10368840399186618,0.0,-0.006884632134561344,5.0,0
0.02963232040510814,0.05470742538261432,0.021485891771544755,0.02607590161271624,0.015422931594978664,0.0,-0.0032131913288776875,0.029410003242310325,0.04183516890479077,-0.03855139011260579,0.6515859054574302,0.25109144767736524,0.2579266253897817,0.7420733746102183,0.001354253847001368,83.0,0.01907842280222251,-0.11193572041222723,0.0032131913288776875,-0.006884632134561344,17.0,0
0.030132022917218684,0.055571075058902186,0.021399531734891154,0.02583385864326635,0.01747666489500396,0.0,-0.004074122521252168,0.020667775621028287,0.03762918402513956,-0.043114086819109755,0.28012141518738404,0.2504371972991839,0.2571855734498763,0.7428144265501236,-0.0003529703673152092,144.0,0.014926572448961836,-0.07356139245535563,0.007274222914971782,-0.006884632134561344,5.0,0
0.030044711519455095,0.05873862989120352,0.021517068983257753,0.026880053699624845,0.019727815290164236,0.0,-0.0065230583829822535,0.01088767426802719,0.03796195109521085,-0.035032752579734844,0.4218211184813335,0.24986315377637144,0.2568016356207479,0.7431983643792521,-0.002769109339101567,64.0,0.00830614716243719,-0.10605891204109692,0.013749831117188848,-0.006836856335453808,2.0,0
0.02970441917712096,0.058542301783719324,0.02097518237211977,0.027049986228568912,0.01992383564111898,0.0,0.005142629080540852,0.01256663839939967,0.03573189798865984,-0.06030882512176729,0.20201412174652178,0.25054808411236784,0.25736767812510025,0.7426323218748997,0.0012115214614794095,20.0,0.013491491676922844,-0.17975977649273556,0.008677912318003777,-0.006836856335453808,0.0,0
0.030318240442275417,0.061039994991100015,0.024622165500051148,0.02707707232236579,0.021016466241329038,0.0,0.009361568074619697,0.01835513709225195,0.038705992256608875,-0.07806355170907794,0.3689747794418623,0.24987904715110182,0.25648083852935205,0.7435191614706479,0.009868482264659395,138.0,0.022979361269304218,-0.24626102529763141,0.0,-0.006836856335453808,5.0,0
0.030398942809362797,0.06362740502346048,0.024561329735270594,0.02847419262713373,0.01357368100143461,0.0,-0.0008300324281534695,-0.00022811556400184458,0.03718071869895504,-0.09212803121585461,0.29031654561208475,0.24869620782154359,0.2551285947470095,0.7448714052529904,0.0042815372107322955,71.0,0.022130255226118972,-0.21447112679731153,0.0008300324281534695,-0.006836856335453808,2.0,0
0.03034662727558659,0.06376813442831039,0.02461380592526241,0.029145642633422644,0.014733584167160746,0.0,-0.006737052525831264,-0.003762529662103698,0.020652827906296037,-0.08786317894730343,0.5520765158067847,0.2469214562361237,0.2533539468440497,0.7466460531559502,0.0020797723406802346,106.0,0.015244110008419293,-0.23005636668836513,0.00756149298191812,-0.006868955456881159,10.0,0
0.031031220445962456,0.06393264764510938,0.02437891259814438,0.03290739372391372,0.01549211455219101,0.0,-0.006609918679563961,-0.006299119188670152,0.00994249258109617,-0.07507820491271155,0.4428805224189337,0.24537587678626677,0.2518379658988121,0.748162034101188,0.0012546243806156978,54.0,0.008533429001357354,-0.24237438612883813,0.014121430807775509,-0.006868955456881159,2.0,0
0.03046160247582051,0.06441065776456123,0.024701759837414173,0.03344273639283526,0.015092547526127827,0.0,0.005426739563785861,0.005653372356723449,0.022470290371790595,-0.07037186588853063,0.45085597857570403,0.24545406494488164,0.25191878681709556,0.7480812131829044,0.003738826375535013,39.0,0.014006477261919639,-0.2109289397386103,0.008771324571251468,-0.006717982448891169,5.0,0
0.030826718323456806,0.0642606312212976,0.02412041755339586,0.03531499930956925,0.015409076528408132,0.0,0.006187710167539442,0.006698984480932886,0.02560159256174969,-0.06719205408827669,0.5649492476323588,0.2458830289048701,0.25229332623918704,0.747706673760813,0.0029380713481461616,4.0,0.02028085545122407,-0.20708380462352272,0.0026378888179443474,-0.006717982448891169,5.0,0
